Data_inicial,Data_final,Regiao,Produto,Numero_postos_pesquisado,preco_media_revenda,Preco_minimo_revenda,Preco_maximo_revenda,Ano_inicial,Ano_final
2004-05-09,2004-05-15,NORTE,ETANOL HIDRATADO,33,1.81,1.5,1.98,2004,2004
2004-05-09,2004-05-15,NORTE,ETANOL HIDRATADO,15,1.79,1.74,1.85,2004,2004
2004-05-09,2004-05-15,NORTE,ETANOL HIDRATADO,53,1.58,1.28,1.85,2004,2004
2004-05-09,2004-05-15,NORTE,ETANOL HIDRATADO,104,1.91,1.27,2.4,2004,2004
2004-05-09,2004-05-15,NORTE,ETANOL HIDRATADO,97,1.55,1.25,1.99,2004,2004
2004-05-09,2004-05-15,NORTE,ETANOL HIDRATADO,14,1.3,1.3,1.3,2004,2004
2004-05-09,2004-05-15,NORTE,ETANOL HIDRATADO,71,1.23,1.05,1.43,2004,2004
2004-05-16,2004-05-22,NORTE,ETANOL HIDRATADO,32,1.8,1.5,1.98,2004,2004
2004-05-16,2004-05-22,NORTE,ETANOL HIDRATADO,15,1.79,1.74,1.85,2004,2004
2004-05-16,2004-05-22,NORTE,ETANOL HIDRATADO,56,1.56,1.26,1.85,2004,2004
2004-05-16,2004-05-22,NORTE,ETANOL HIDRATADO,117,1.89,1.27,2.4,2004,2004
2004-05-16,2004-05-22,NORTE,ETANOL HIDRATADO,96,1.54,1.25,1.99,2004,2004
2004-05-16,2004-05-22,NORTE,ETANOL HIDRATADO,14,1.3,1.3,1.3,2004,2004
2004-05-16,2004-05-22,NORTE,ETANOL HIDRATADO,71,1.23,1.05,1.43,2004,2004
2004-05-23,2004-05-29,NORTE,ETANOL HIDRATADO,33,1.81,1.5,1.98,2004,2004
2004-05-23,2004-05-29,NORTE,ETANOL HIDRATADO,15,1.79,1.75,1.85,2004,2004
2004-05-23,2004-05-29,NORTE,ETANOL HIDRATADO,54,1.56,1.29,1.9,2004,2004
2004-05-23,2004-05-29,NORTE,ETANOL HIDRATADO,98,1.89,1.27,2.4,2004,2004
2004-05-23,2004-05-29,NORTE,ETANOL HIDRATADO,91,1.54,1.25,1.99,2004,2004
2004-05-23,2004-05-29,NORTE,ETANOL HIDRATADO,14,1.33,1.3,1.5,2004,2004
2004-05-23,2004-05-29,NORTE,ETANOL HIDRATADO,72,1.24,1.05,1.52,2004,2004
2004-05-30,2004-06-05,NORTE,ETANOL HIDRATADO,33,1.81,1.5,1.98,2004,2004
2004-05-30,2004-06-05,NORTE,ETANOL HIDRATADO,15,1.79,1.75,1.85,2004,2004
