Data_inicial,Data_final,Regiao,Produto,Numero_postos_pesquisado,preco_media_revenda,Preco_minimo_revenda,Preco_maximo_revenda,Ano_inicial,Ano_final
2014-03-09,2014-03-15,CENTRO OESTE,GLP,118,42.9,34.5,50.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GLP,491,41.62,38.0,50.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GLP,114,52.95,43.0,60.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GLP,207,48.93,38.0,56.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GNV,1,2.25,2.25,2.25,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GNV,1,2.09,2.09,2.09,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GNV,5,2.04,1.99,2.06,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ETANOL HIDRATADO,80,2.51,2.37,2.55,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ETANOL HIDRATADO,256,2.23,1.93,2.53,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ETANOL HIDRATADO,140,2.26,2.03,2.59,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ETANOL HIDRATADO,129,2.28,2.05,2.69,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL,76,2.56,2.5,2.58,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL,234,2.55,2.37,2.8,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL,108,2.76,2.43,3.09,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL,97,2.66,2.49,2.81,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL S10,10,2.79,2.79,2.79,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL S10,91,2.74,2.55,2.98,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL S10,69,2.9,2.69,3.15,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,ÓLEO DIESEL S10,78,2.82,2.7,2.96,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,GASOLINA COMUM,80,3.08,3.05,3.1,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,GASOLINA COMUM,255,3.11,2.9,3.35,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,GASOLINA COMUM,140,3.16,2.89,3.4,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,GASOLINA COMUM,128,3.12,2.94,3.46,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,GLP,118,43.14,40.0,48.0,2014,2014
2014-03-16,2014-03-22,CENTRO OESTE,GLP,491,41.69,38.0,50.0,2014,2014
