Data_inicial,Data_final,Regiao,Produto,Numero_postos_pesquisado,preco_media_revenda,Preco_minimo_revenda,Preco_maximo_revenda,Ano_inicial,Ano_final
2014-03-09,2014-03-15,NORDESTE,GASOLINA COMUM,331,2.91,2.62,3.3,2014,2014
2014-03-09,2014-03-15,NORDESTE,GASOLINA COMUM,102,2.79,2.62,3.08,2014,2014
2014-03-09,2014-03-15,SUDESTE,GASOLINA COMUM,735,3.12,2.8,4.16,2014,2014
2014-03-09,2014-03-15,NORDESTE,GASOLINA COMUM,114,2.98,2.87,3.09,2014,2014
2014-03-09,2014-03-15,SUL,GASOLINA COMUM,615,2.97,2.73,3.35,2014,2014
2014-03-09,2014-03-15,NORTE,GASOLINA COMUM,94,3.2,2.99,3.69,2014,2014
2014-03-09,2014-03-15,NORTE,GASOLINA COMUM,34,3.11,3.0,3.39,2014,2014
2014-03-09,2014-03-15,SUL,GASOLINA COMUM,385,3.0,2.74,3.29,2014,2014
2014-03-09,2014-03-15,SUDESTE,GASOLINA COMUM,2369,2.88,2.55,3.2,2014,2014
2014-03-09,2014-03-15,NORDESTE,GASOLINA COMUM,56,2.91,2.7,3.1,2014,2014
2014-03-09,2014-03-15,NORTE,GASOLINA COMUM,60,3.13,2.97,3.2,2014,2014
2014-03-09,2014-03-15,NORTE,GLP,32,49.8,46.0,57.0,2014,2014
2014-03-09,2014-03-15,NORDESTE,GLP,37,42.63,35.0,45.0,2014,2014
2014-03-09,2014-03-15,NORTE,GLP,25,52.38,47.0,65.0,2014,2014
2014-03-09,2014-03-15,NORTE,GLP,175,43.81,40.0,50.0,2014,2014
2014-03-09,2014-03-15,NORDESTE,GLP,311,38.98,28.0,46.0,2014,2014
2014-03-09,2014-03-15,NORDESTE,GLP,262,43.64,34.0,49.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GLP,118,42.9,34.5,50.0,2014,2014
2014-03-09,2014-03-15,SUDESTE,GLP,161,38.92,33.0,45.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GLP,491,41.62,38.0,50.0,2014,2014
2014-03-09,2014-03-15,NORDESTE,GLP,114,46.7,39.0,57.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GLP,114,52.95,43.0,60.0,2014,2014
2014-03-09,2014-03-15,CENTRO OESTE,GLP,207,48.93,38.0,56.0,2014,2014
2014-03-09,2014-03-15,SUDESTE,GLP,1011,45.91,28.0,56.0,2014,2014
2014-03-09,2014-03-15,NORTE,GLP,215,44.02,38.0,55.0,2014,2014
2014-03-09,2014-03-15,NORDESTE,GLP,111,38.71,35.0,42.0,2014,2014
2014-03-09,2014-03-15,SUL,GLP,669,41.06,29.99,55.0,2014,2014
2014-03-09,2014-03-15,NORDESTE,GLP,267,41.0,34.0,49.0,2014,2014
